amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
,matcha,"el matcha, es el punto principal de la ceremonia de te japonesa, es un fino polvo que se hace pulverizando finas hojas de te verde. solo las hojas mas finas y tiernas, que crecen bajo la sombra (como el gyokuro) se utilizan para crear el matcha. las hojas son recolectadas y se dejan secar. las venas son removidas de las hojas y el te pasa a llamarse tencha. luego estas hojas son pulverizadas cuidadosamente en molinos de granito, convirtiendose en un preciado polvo. una forma facil de prepararlo es poniendo una cucharada de te de matcha por taza (o a gusto), agregar algunas gotas de agua caliente (70celsius) y revolver con un batidor hasta que se forme una pasta. poner el resto del agua, revolver y a disfrutar. origen: japon grado: ceremonial",fino te matcha de japon.,35 gramos,https://adagio.cl/products/matcha-puro,matcha puro,14990,antioxidante,digestion,energizante,,,59,4.9,,
"2,5g/250ml",,"el chocolate mezclado con la naranja dan una nota de reposteria a la suave terrosidad del te rojo pu erh. al agregar citricos vivaces se da mayor realce a la mezcla, mientras que el calido chocolate y el alegre pu erh son suaves y nos conectan con la tierra.","te rojo pu erh, cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.",70 gramos,https://adagio.cl/products/pu-erh-naranja-chip-tin,pu erh naranja chip tin,6990,digestion,,,,,,,100 celsius,5 min
"2,5g/250ml",,"uno de los tes mas populares! una combinacion de te pu erh con cascara de naranja y granos de cacao, posee propiedades digestivas, diureticas y proporciona relajo y bienestar.el fresco sabor a naranja, con la terrosidad del te pu erh y la calidez del cacao, entregan una mezcla alegre y sabrosa.","te rojo pu erh, cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.",15 teabags,https://adagio.cl/products/caja-15-teabags-pu-erh-naranja-chip,caja 15 teabags pu erh naranja chip,Agotado,digestion,,,,,1,3,100 celsius,5 min
"2,5g/250ml",rojo,"creamos una combinacion detox para ayudar a mantenerte en forma de manera saludable. su consumo es ideal despues de cada comida ya que actua como un acelerador del metabolismo. contiene te rojo pu erh, te oolong y te verde, mezclado con hierbas como el mate y manzana, canela, jengibre y naranja, para ayudarte a eliminar toxinas, aumentar energia y regular tu sistema digestivo. contraindicaciones: no apto para personas con problemas de hipertension y embarazadas.","pu erh dante, te azul, jengibre, manzana, te verde, yerba mate, naranja, canela, sabor natural a canela.",57 gramos,https://adagio.cl/products/copy-of-winter-is-coming,skinny,5990,antioxidante,digestion,,,,17,4.9,100 celsius,5 min
"2,5g/250ml",rojo,"una combinacion de te pu erh con las notas especiadas del 'chai', rica en antioxidantes, que ayuda a nivelar el azucar en la sangre, reducir el estres y acelerar el metabolismo, entre otros beneficios. de sabor dulce, calido y ligeramente especiado, esta combinacion es deliciosa e ideal para una tarde fria.","te rojo pu erh, canela, naranja, jengibre, anis y cardamomo.",85 gramos,https://adagio.cl/products/pu-erh-chai,pu erh chai,5990,digestion,,,,,8,5,100 celsius,5 min
"2,5g/250ml",rojo,"uno de los tes mas populares! una combinacion de te pu erh con cascara de naranja y granos de cacao, posee propiedades digestivas, diureticas y proporciona relajo y bienestar. el fresco sabor a naranja, con la terrosidad del te pu erh y la calidez del cacao, entregan una mezcla alegre y sabrosa.","te rojo pu erh, cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.",85 gramos,https://adagio.cl/products/pu-erh-naranja-chip,pu erh naranja chip,6990,digestion,,,,,18,4.8,100 celsius,5 min
"2,5g/250ml",rojo,"cuando paul gauguin, el pintor impresionista del siglo xix,  visito la isla de tahiti en 1891 por primera vez, jamas se imagino que un par de siglos despues adagio teas, lanzaria en su honor el pu-erh tahiti. sus playas paradisiacas pero sobre todo una cultura rica en historia, musica y arte, deslumbraron a gauguin quien decidio radicarse y hacer de la isla su lugar de inspiracion artistica. nuestro pu-erh tahiti al menos logra eso: inspirarnos. con solo tomar un sorbo de este te rojo mezclado con manzana, coco, mango, frambuesa y rosa mosqueta, la inspiracion llegara por si sola. disfruta de la buena combinacion de minerales y vitaminas que entregan las frutas con el aporte antioxidante, diuretico y digestivo del te rojo.","te rojo pu erh, trozos de manzana, coco y mango, rosa mosqueta, petalos de rosa, frambuesa y sabor natural a coco y papaya.",70 gramos,https://adagio.cl/products/pu-erh-tahiti,pu erh tahiti,5990,digestion,,,,,,,100 celsius,5 min
"2,5g/250ml",negro,"el te lapsang souchong es un te negro oriundo de la provincia de fujian, china. destacan entre sus beneficios que ayuda a mejorar la digestion y sus propiedades antioxidantes y diureticas. es famoso por su aroma y sabor ligeramente ahumado. para crearlo, una vez finalizado el proceso del secado de las hojas, se vuelve a secar sobre un fuego de madera de pino, lo que le da un sabor dulce y ese toque ahumado. es de un color dorado-cobrizo, lo que demuestra que no fue ahumado en exceso ni ha sido quemado.","te negro ahumado proveniente de fujian, china.",85 gramos,https://adagio.cl/products/lapsang-souchong,lapsang souchong,Agotado,energizante,,,,,4,4.5,100 celsius,3-5 min
"2,5g/250ml",rojo,"este te pu erh,  es rico en antioxidantes, diuretico y una fuente de relajo y bienestar. de sabor y aroma intenso, con notas terrosas que se equilibran perfectamente con el dulzor de la frutilla y la calidez de la avellana.","te rojo pu erh, frutillas, granos de cacao y esencia natural de frutilla y avellanas.",85 gramos,https://adagio.cl/products/pu-erh-avellana-frutilla,pu erh avellana frutilla,6990,digestion,,,,,23,4.9,100 celsius,5 min
"2,5g/250ml",negro,"combinamos el te negro proveniente de sri lanka con las especias y sabores del clasico chai y un toque de chocolate para crear un delicioso blend de propiedades digestivas y muy energizante. de sabor inconfundible, este chai con notas chocolatosas, queda increible si se toma con un poco de leche caliente.","te negro, canela, jengibre, cacao, sabor natural de canela y esencia natural de chocolate.",85 gramos,https://adagio.cl/products/chocolate-chai,chocolate chai,5990,energizante,,,,,7,4.4,100 celsius,3-5 min
"2,5g/250ml",negro,"anxi ruan zhi black, tambien conocido como qing xi o green heart, es un te negro muy especial elaborado con una variedad de te oolong de taiwan (ruan zhi), pero que se cultiva en la rica tierra de anxi, fujian, china. los tes negros cultivados en fujian son conocidos por su profundidad de taza y, por lo general, ofrecen notas de chocolate o cacao agridulce, toques de especias, lupulo y, a veces, incluso una dulzura de miel de flores silvestres. aqui podemos detectar tales influencias de terrior, pero realzadas con la textura mantecosa y toques de flores de alta montana asociadas con los cultivares de plantas oolong de taiwan. en una infusion de estilo occidental, los sorbos iniciales recuerdan a una rosquilla de canela o sidra con un toque picante dulce, que da paso a un toque de cacao calido, dulzura en capas y quizas un final de flor de ciruelo que es sedoso y suave. la taza cambia a medida que se enfria y con cada sorbo, mas para saborear. beba este lentamente y disfrute de las notas elegantes y persistentes.",te negro,43 gramos,https://adagio.cl/products/anxi-ruan-zhi,anxi ruan zhi,19990,antioxidante,,,,,2,5,100 celsius,2-3 min
"2,5g/250ml",negro,"'con los pies en la tierra'. no hay mejor frase para definir a los(as) del decimo signo del zodiaco y uno de los tres signos de tierra, junto a tauro y virgo. practicos, realistas, perceptivos, sabios, pero sobre todo, muy ambiciosos y estrategicos, los(as) capricornio trabajan decidida y tenazmente por alcanzar sus objetivos. que mejor entonces que acompanar esta tarea con un te negro (uno de los colores favoritos de capricornio) ideal para brindarte grandes cuotas de concentracion y energia y ademas aprovechar todos los beneficios antioxidantes que brinda esta variedad de te, y las frambuesas y cartamo presentes en esta mezcla.*no disponible con codigos de descuentos. *exclusivo online","te negro, te blanco, ceylon sonata, assam melody, coco, trozos de manzana, petalos de rosa, sabor natural a coco y vainilla.",57 gramos,https://adagio.cl/products/capricornio,capricornio,Agotado,antioxidante,energizante,,,,4,5,100 celsius,3-5 min
"2,5g/250ml",blanco,"esta infusion con te blanco de china, rooibos y esencia de frutilla, es una combinacion unica y de sabor especial. rica en antioxidantes, depurativa y digestiva, ayuda a aliviar el estres, mejorar la memoria y fortalecer el sistema inmune. de sabor dulce, se equilibra perfectamente con notas herbales y frutales, y la calidez de la vainilla.","te blanco, rooibos, trozos de manzana, hibisco, arandanos, flor de calendula, petalos de rosa, esencia natural de frutilla y vainilla.",43 gramos,https://adagio.cl/products/blanco-frutilla,blanco frutilla,Agotado,antioxidante,digestion,,,,11,4.8,80 celsius,3-5 min
"2,5g/250ml",negro,"los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. te negro descafeinado de ceylan, clavo de olor, jengibre, cardamomo, canela y escencia natural de canela.","te negro descafeinado de ceylan, clavo de olor, jengibre, cardamomo, canela y escencia natural de canela.",57 gramos,https://adagio.cl/products/decaf-chai,decaf chai,5990,sin-cafeina,,,,,,,100 celsius,5 min
"2,5g/250ml",blanco,"el tercer signo del zodiaco. el signo de los dos gemelos, de las dos caras. las dos caras de una personalidad intensa, inquieta y sociable. asi son los geminis, viven la vida con todos sus dobleces y complejidades, para muchos, un signo contradictorio.  les gustan los retos y proyectos nuevos pero muchas veces les falta la constancia para llegar hasta el final, se entusiasman con facilidad y de pronto viene el bajon. que mejor entonces que probar este te blanco con damasco, rosa mosqueta, trozos de manzana y sabor natural a durazno que les permitira a los geminis mantener el equilibrio emocional y fisico que se necesita para rendir en el dia a dia.  te invitamos a probarlo!*no disponible con codigos de descuentos. *exclusivo online","te blanco, white monkey, damasco, rosa mosqueta, petalos de rosa, flor de calendula, trozos de manzana y sabor natural a durazno.",57 gramos,https://adagio.cl/products/geminis,geminis,Agotado,antioxidante,,,,,1,5,80 celsius,2-3 min
"2,5g/250ml",blanco,"una combinacion primaveral con te blanco y sabores frescos, gracias a las frutas y petalos de rosa, de aroma floral, dulce y frutal. es alto en antioxidantes, diuretico y ayuda a reducir la presion arterial y el colesterol, es una infusion no solamente muy sabrosa sino que tambien beneficiosa para la salud.","te blanco, rosa mosqueta, pina, mango, arandanos, petalos de rosa, manzana, hibisco, aceites esenciales de mango y pina.",43 gramos,https://adagio.cl/products/blanco-eterna-primavera,blanco eterna primavera,Agotado,antioxidante,,,,,4,4,80 celsius,3-5 min
"2,5g/250ml",blanco,"toma un sorbo en una taza con nuestra albahaca fresa blanca! refrescantemente ligera y dulce, esta infusion seguramente hara sentir un cosquilleo en sus papilas gustativas. los sabores brillantes de la fresa se mezclan con la redondez de la albahaca para hacer una combinacion perfecta preparada tanto caliente como helada.","te blanco, hibisco, hierba de limon, albahaca, escaramujo, hojas de frambuesa, sabor a fresa natural y fresas",43 gramos,https://adagio.cl/products/blanco-frutilla-albahaca,blanco frutilla albahaca,Agotado,antioxidante,digestion,,,,2,5,80 celsius,3-5 min
"2,5g/250ml",blanco,"first flush darjeelings es bien conocido por su frescura, un toque de astringencia que proporciona un final vivo, y aunque es venerado por los conocedores, no esta de acuerdo con todos los paladares. los tes blancos darjeeling ofrecen notas afrutadas similares, y cuerpo ligero, pero con un final muy suave para quienes lo prefieran. aqui tenemos una hermosa oferta de rohini estate. las hojas son oscuras y retorcidas, con muchos brotes de hojas sin abrir. el aroma de hojas secas ofrece toques de fruta de hueso y la promesa de una taza sabrosa. el color de la taza es un ambar dorado claro, y el sabor es bastante afrutado y complejo con un final suave, suave y persistente en boca.",te blanco,57 gramos,https://adagio.cl/products/rohini-first-white,rohini first white,19990,antioxidante,,,,,,,80 celsius,2 min
"2,5g/250ml",blanco,"este te blanco, conocido tambien como silver needle y cosechado en la provincia de fujian, en china, destaca por estar elaborado 100% de brotes, cubiertos por una fina capa de vellos blancos. estas caracteristicas le confieren a este tipo de te una calidad superior y una mayor concentracion de antioxidantes en sus hojas.  su proceso de manufacturacion es delicado y fino. cultivado a 450 metro sobre el nivel del mar, las hojas de nuestro bai hao yin zhen son seleccionadas a mano en abril de arboles de 5 a 10 anos. despues de la cosecha, los cogollos pasan por un proceso de marchitamiento especial hasta que desaparece la humedad en un 90% aprox. a continuacion se tuesta a unos 60 grados celsius durante dos horas.  su aroma seco es bastante floral y las hojas son de un precioso verde plateado. una vez elaborado, el licor de color miel claro ofrece notas de sabor a mielada, pepino dulce fresco y un ligero toque mineral.",te blanco,43 gramos,https://adagio.cl/products/bai-hao-yin-zhen,bai hao yin zhen,29990,antioxidante,,,,,,,75 celsius,2-3 min
